Year,id,Country Name,lnGNI,lnNCDs,lnSFI,lnOPhE,lnIWR,GNI,,,,,,,,,,,,,,,,OPHE,lnGNI,OD,IWR,5.478607144
2000,80,Peru,7.585788822,4.027135813,4.141546164,3.594853075,4.379523504,1970.000001,,,,,,,,,,,,,,,,36.41035,7.585788822,21,79.8,3.507528064
2012,80,Peru,8.639410824,4.194189897,4.300002799,3.572953038,4.448516376,5649.999999,,,,,,,,,,,,,,,,35.62163,8.639410824,8.1,85.5,4.755212051
2000,81,Philippines,7.106606138,3.996364154,4.15575319,3.701231107,4.467056884,1220,,,,,,,,,,,,,,,,40.49713,7.106606138,12.1,87.1,2.211379826
2012,81,Philippines,8.006367568,4.206184044,4.273884476,4.04635178,4.508659286,3000.000001,,,,,,,,,,,,,,,,57.18844,8.006367568,8.3,90.8,3.936550514
2000,82,Rwanda,5.480638923,2.944438979,3.841600541,3.209866563,4.194189897,239.9999999,,,,,,,,,,,,,,,,24.77578,5.480638923,4.9,66.3,3.090137177
2012,82,Rwanda,6.461468176,3.572345638,4.079230924,3.361849994,4.308110952,639.9999998,,,,,,,,,,,,,,,,28.8425,6.461468176,2.2,74.3,3.782886828
2000,83,Senegal,6.234410726,3.186352633,3.696351469,3.991045624,4.210645018,510.0000001,,,,,,,,,,,,,,,,54.11144,6.234410726,27.7,67.4,3.060921782
2012,83,Senegal,6.946975992,3.532225644,3.83081295,3.644582418,4.334672938,1040,,,,,,,,,,,,,,,,38.26679,6.946975992,16.4,76.3,4.254849727
2000,84,Sierra Leone,5.075173815,3.122364924,2.424802726,4.237890207,3.854393893,160,,,,,,,,,,,,,,,,69.26157,5.075173815,21.6,47.2,3.873753669
2012,84,Sierra Leone,6.253828812,3.254242969,2.549445171,4.16694286,4.085976313,520.0000002,,,,,,,,,,,,,,,,64.51791,6.253828812,23.2,59.5,4.627932699
2000,85,Solomon Islands,6.91770561,3.918005077,3.238678452,1.176949851,4.378269586,1010,,,,,,,,,,,,,,,,3.244463,6.91770561,57.4,79.7,5.501491988
2012,85,Solomon Islands,7.326465614,4.094344562,3.363841595,1.38381504,4.388257184,1520,,,,,,,,,,,,,,,,3.990095,7.326465614,54.5,80.5,6.494410153
2000,86,South Africa,8.051978079,3.671224519,4.046553898,2.615720708,4.460144414,3140,,,,,,,,,,,,,,,,13.67707,8.051978079,10,86.5,3.491094763
2012,86,South Africa,8.941152882,3.770459441,4.169761202,1.905743446,4.521788577,7639.999999,,,,,,,,,,,,,,,,6.724405,8.941152882,4.8,92,4.536295598
2000,87,Sri Lanka,6.779921907,4.172847624,4.396915247,3.720751598,4.378269586,879.9999996,,,,,,,,,,,,,,,,41.29542,6.779921907,7.3,79.7,2.710628344
2012,87,Sri Lanka,8.119696253,4.320151231,4.541164856,3.884684491,4.535820108,3360,,,,,,,,,,,,,,,,48.65159,8.119696253,0.2,93.3,4.724274196
2000,88,Sudan,5.768320996,3.242592351,3.234749174,4.177441217,4.127134385,320.0000001,,,,,,,,,,,,,,,,65.19881,5.768320996,41.7,62,5.186062059
2012,88,Sudan,7.408530567,3.523415014,3.157000421,4.303918866,4.016383021,1650,,,,,,,,,,,,,,,,73.98918,7.408530567,46.3,55.5,6.35845469
2000,89,Suriname,7.53369371,4.15575319,4.393213824,2.921270008,4.492001488,1870,,,,,,,,,,,,,,,,18.56485,7.53369371,7.6,89.3,4.321723748
2012,89,Suriname,9.077951184,4.225372825,4.373238129,2.550251877,4.551769409,8760.000001,,,,,,,,,,,,,,,,12.81033,9.077951184,6.3,94.8,5.588793694
2000,90,Swaziland,7.326465614,3.214867803,3.947390149,2.919292816,3.94931879,1520,,,,,,,,,,,,,,,,18.52818,7.326465614,23.1,51.9,1.977986949
2012,90,Swaziland,8.149023868,3.325036021,4.051784948,2.487275508,4.30676415,3460,,,,,,,,,,,,,,,,12.02846,8.149023868,13.9,74.2,4.113962053
2000,91,Tajikistan,5.135798437,3.975936331,4.504244267,4.367042938,4.087655574,170,,,,,,,,,,,,,,,,78.81024,5.135798437,1.4,59.6,2.314102125
2012,91,Tajikistan,6.791221463,4.130355,4.547541073,4.095857584,4.272490748,890.0000002,,,,,,,,,,,,,,,,60.09085,6.791221463,0.2,71.7,3.820821328
2000,92,Tanzania,5.703782475,3.015534901,2.2300144,3.855748272,3.996364154,300.0000001,,,,,,,,,,,,,,,,47.26397,5.703782475,10.5,54.4,4.307148446
2012,92,Tanzania,6.65929392,3.421000009,2.63905733,3.089536775,4.014579594,780.0000002,,,,,,,,,,,,,,,,21.9669,6.65929392,11.9,55.4,5.815826199
2000,93,Thailand,7.595889918,4.100989105,4.514150788,3.407647535,4.520701029,1990.000001,,,,,,,,,,,,,,,,30.19413,7.595889918,2.8,91.9,2.44445416
2012,93,Thailand,8.632305999,4.259859001,4.534747722,2.149235759,4.575741375,5610.000003,,,,,,,,,,,,,,,,8.5783,8.632305999,0.01,97.1,3.390021195
2000,94,Togo,5.703782475,3.186352633,2.433613355,4.043220201,3.981549068,300.0000001,,,,,,,,,,,,,,,,57.00963,5.703782475,57.2,53.6,4.78300189
2012,94,Togo,6.173786104,3.39785848,2.442347035,3.837778009,4.112511866,480,,,,,,,,,,,,,,,,46.42221,6.173786104,52.9,61.1,5.696229729
2000,95,Tunisia,7.745002804,4.348986781,4.405498991,3.587433489,4.498697941,2310.000001,,,,,,,,,,,,,,,,36.1412,7.745002804,11.3,89.9,2.94567149
2012,95,Tunisia,8.321178307,4.410371108,4.50313746,3.603583514,4.573679519,4109.999998,,,,,,,,,,,,,,,,36.72962,8.321178307,2,96.9,3.96634436
2000,96,Uganda,5.598421959,2.803360381,2.747270914,3.63091448,4.032469159,270,,,,,,,,,,,,,,,,37.74732,5.598421959,14.5,56.4,3.579188891
2012,96,Uganda,6.445719819,3.303216973,2.917770732,3.782645715,4.328098293,629.9999998,,,,,,,,,,,,,,,,43.93212,6.445719819,8.2,75.8,5.66886575
2000,97,Ukraine,6.551080335,4.461299816,4.550714,3.785354864,4.580877493,700,,,,,,,,,,,,,,,,44.0513,6.551080335,0.1,97.6,3.391654524
2012,97,Ukraine,8.160518247,4.494238625,4.562262685,3.737210465,4.569543008,3499.999998,,,,,,,,,,,,,,,,41.98072,8.160518247,0.01,96.5,4.754972318
2000,98,Uzbekistan,6.445719819,4.248495242,4.509760001,3.957069217,4.485259889,629.9999998,,,,,,,,,,,,,,,,52.30381,6.445719819,0.1,88.7,5.458685183
2012,98,Uzbekistan,7.43838353,4.374498368,4.605170186,3.886690428,4.469350463,1700,,,,,,,,,,,,,,,,48.74928,7.43838353,0.01,87.3,6.418758924
2000,99,"Venezuela, RB",8.311398278,4.191168747,4.480740108,3.906228449,4.511957804,4069.999998,,,,,,,,,,,,,,,,49.71111,8.311398278,8,91.1,3.020181028
2012,99,"Venezuela, RB",9.433483923,4.209160237,4.543294782,4.069716943,4.531523646,12500,,,,,,,,,,,,,,,,58.54039,9.433483923,5.8,92.9,4.788449421
2000,100,Vietnam,5.991464547,4.185098925,3.968403339,4.190064961,4.348986781,400,,,,,,,,,,,,,,,,66.02708,5.991464547,21.5,77.4,3.229511007
2012,100,Vietnam,7.34601021,4.289088639,4.291828367,3.604588464,4.541164856,1550,,,,,,,,,,,,,,,,36.76655,7.34601021,2,93.8,4.302803389
2000,101,"Yemen, Rep.",6.040254711,3.440418095,3.673765816,3.772606903,4.092676505,419.9999999,,,,,,,,,,,,,,,,43.4933,6.040254711,31.7,59.9,3.192962362
2012,101,"Yemen, Rep.",7.073269717,3.666122467,3.975936331,4.271280811,4.005513349,1179.999999,,,,,,,,,,,,,,,,71.6133,7.073269717,22,54.9,4.417263438
2000,102,Zambia,5.799092654,2.701361213,3.703768067,3.279255334,3.970291914,329.9999998,,,,,,,,,,,,,,,,26.55599,5.799092654,22.6,53,3.624767684
2012,102,Zambia,7.414572881,3.117949906,3.765840495,3.487615416,4.143134726,1659.999999,,,,,,,,,,,,,,,,32.70786,7.414572881,15.4,63,4.047493378
2000,103,Zimbabwe,6.194405391,2.753660712,3.668676747,2.978502693,4.374498368,489.9999999,,,,,,,,,,,,,,,,19.65836,6.194405391,29.6,79.4,
2012,103,Zimbabwe,6.646390515,3.417726684,3.618993327,3.526346995,4.350277936,770.0000001,,,,,,,,,,,,,,,,33.99954,6.646390515,27.9,77.5,
